312.93	367.26	381.37	391.16	400.37	416.19	439.77	469.39	489.24	502.77	517.16	544.75	576.09	614.32	639.03	665.48	703.99	737.05	798.58	821.87	864.99	886.26	935.12	980.81	997.47	1023.88	1037.65	1051.98	1059.99	1068	1076.3	1088.04	1102.37	1115.27	1127.32	1142.25	1160.06	1178.45	1183.05	1190
0	0.02893	0.07724	0.11175	0.14481	0.16698	0.1957	0.2415	0.2811	0.32397	0.34977	0.36906	0.39198	0.41491	0.41821	0.42842	0.45099	0.47101	0.52338	0.54557	0.57649	0.58778	0.60855	0.61225	0.59666	0.55348	0.50812	0.44641	0.38687	0.31571	0.2609	0.1843	0.12223	0.0685	0.03366	0.01843	0.00757	0.00759	0.0076	0
