310.34	343.69	378.76	425.32	473.62	503.55	535.78	563.41	592.17	629.55	669.79	706.59	743.95	759.46	799.12	807.73	820.93	827.77	831.75	839.76	842.61	844.89	847.16	850.6	855.77	871.85	893.68	900	901
0	0.022	0.0373	0.05842	0.10643	0.16892	0.25103	0.32587	0.37239	0.41021	0.43569	0.45898	0.47283	0.46559	0.46492	0.44823	0.40976	0.32771	0.24347	0.17885	0.1469	0.10842	0.06339	0.04888	0.03291	0.01623	0.009	0.0061	0
