292.25	320.72	343.44	366.73	392.61	412.45	430.27	476.27	502.43	523.42	545.26	574.27	591.79	610.46	634.01	660.14	677.94	696.89	713.25	735.36	759.49	766.95
0	0.04447	0.08263	0.10445	0.14262	0.15971	0.16301	0.20737	0.23428	0.25029	0.25649	0.23039	0.2148	0.19631	0.17456	0.14337	0.11072	0.08242	0.05594	0.032	0.01098	0
