301.15	323.87	356.07	382.82	406.99	435.18	472	501.34	520.03	544.75	575.51	616.9	658.87	721.83	779.02	818.96	841.66	854.85	864.01	870.29	872.27	877.98	884.27	892.56	911.21	960.06
0	0.0256	0.06776	0.11428	0.1637	0.21857	0.28834	0.33123	0.34723	0.36034	0.39125	0.41273	0.43894	0.48623	0.49213	0.49836	0.48496	0.44648	0.38223	0.30199	0.24934	0.1938	0.12953	0.05402	0.0112	0
