300	301.78	327.64	357.53	377.08	411.03	449	470.86	498.47	527.8	558.28	622.68	669.25	725.59	786.53	822.17	849.76	875.62	917.58	931.37	950.33	981.92	1002.03	1020.97	1039.91	1054.25	1074.32	1081.78	1094.39	1109.31	1124.8	1133.97	1145.45	1162.67	1189.09	1190
0	0.0902	0.08951	0.10989	0.12589	0.19784	0.25889	0.29887	0.33377	0.37085	0.40793	0.45595	0.4916	0.52219	0.55568	0.57244	0.57756	0.58123	0.59073	0.58712	0.5719	0.54652	0.52549	0.48848	0.43985	0.39267	0.31645	0.29322	0.24095	0.19159	0.14731	0.11319	0.07908	0.04352	0.0116	0
