# # Wavelength (nm)  Albedo
2.000000000000000000e+02 9.099999999999999756e-02
2.024291499999999928e+02 9.099999999999999756e-02
2.040816400000000215e+02 9.099999999999999756e-02
2.057613100000000088e+02 9.099999999999999756e-02
2.074688799999999844e+02 9.099999999999999756e-02
2.092050199999999904e+02 9.099999999999999756e-02
2.109704600000000028e+02 9.099999999999999756e-02
2.127659600000000069e+02 9.099999999999999756e-02
2.145922799999999881e+02 9.099999999999999756e-02
2.164502099999999984e+02 9.099999999999999756e-02
2.183406099999999981e+02 9.099999999999999756e-02
2.202643200000000263e+02 9.099999999999999756e-02
2.222222199999999930e+02 9.099999999999999756e-02
2.242152400000000227e+02 9.099999999999999756e-02
2.262443499999999972e+02 9.099999999999999756e-02
2.283104999999999905e+02 9.099999999999999756e-02
2.304147499999999980e+02 9.099999999999999756e-02
2.325581499999999835e+02 9.099999999999999756e-02
2.347417800000000057e+02 9.099999999999999756e-02
2.369668199999999842e+02 9.099999999999999756e-02
2.392344499999999812e+02 9.099999999999999756e-02
2.415459000000000174e+02 9.099999999999999756e-02
2.439024399999999844e+02 9.099999999999999756e-02
2.463054199999999980e+02 9.099999999999999756e-02
2.487562100000000100e+02 9.099999999999999756e-02
2.512562900000000070e+02 9.099999999999999756e-02
2.538071000000000197e+02 9.099999999999999756e-02
2.564102699999999686e+02 9.099999999999999756e-02
2.590673600000000079e+02 9.099999999999999756e-02
2.617801100000000361e+02 9.099999999999999756e-02
2.645502699999999550e+02 9.099999999999999756e-02
2.673796700000000328e+02 9.099999999999999756e-02
2.702702600000000075e+02 9.099999999999999756e-02
2.732240600000000086e+02 9.099999999999999756e-02
2.762430900000000520e+02 9.099999999999999756e-02
2.793296000000000276e+02 9.099999999999999756e-02
2.824858699999999772e+02 9.099999999999999756e-02
2.857142999999999802e+02 9.099999999999999756e-02
2.890173500000000217e+02 9.099999999999999756e-02
2.923976499999999987e+02 9.099999999999999756e-02
2.958580000000000041e+02 9.099999999999999756e-02
2.994011899999999855e+02 9.099999999999999756e-02
3.030303100000000427e+02 9.099999999999999756e-02
3.067484799999999723e+02 9.099999999999999756e-02
3.105589999999999691e+02 9.099999999999999756e-02
3.144653999999999883e+02 9.099999999999999756e-02
3.184713399999999979e+02 9.099999999999999756e-02
3.225806399999999599e+02 9.099999999999999756e-02
3.267974000000000387e+02 9.099999999999999756e-02
3.311258300000000077e+02 9.099999999999999756e-02
3.355704800000000319e+02 9.099999999999999756e-02
3.401360500000000116e+02 9.099999999999999756e-02
3.448275900000000433e+02 9.099999999999999756e-02
3.496503500000000031e+02 9.099999999999999756e-02
3.546099399999999946e+02 9.099999999999999756e-02
3.597122400000000084e+02 9.099999999999999756e-02
3.649635000000000105e+02 9.099999999999999756e-02
3.703703600000000051e+02 9.099999999999999756e-02
3.759398500000000354e+02 9.099999999999999756e-02
3.816793900000000122e+02 9.099999999999999756e-02
3.875969100000000367e+02 9.099999999999999756e-02
3.937007799999999520e+02 9.100010000000000043e-02
4.000000100000000316e+02 9.287189999999999335e-02
4.065040599999999813e+02 9.500000000000000111e-02
4.132231499999999755e+02 9.500000000000000111e-02
4.201680700000000002e+02 9.501179999999999348e-02
4.273504300000000171e+02 9.478019999999999501e-02
4.347825900000000274e+02 9.699439999999999451e-02
4.424778799999999706e+02 1.009680000000000022e-01
4.504504499999999894e+02 1.032330000000000053e-01
4.587155900000000202e+02 1.069950000000000068e-01
4.672897200000000453e+02 1.070129999999999970e-01
4.761904800000000364e+02 1.142819999999999947e-01
4.854368900000000053e+02 1.210989999999999983e-01
4.950495099999999979e+02 1.255100100000000052e-01
5.050504799999999932e+02 1.279490000000000072e-01
5.154638899999999921e+02 1.326170000000000126e-01
5.263158100000000559e+02 1.340000000000000080e-01
5.376344299999999521e+02 1.333120000000000138e-01
5.494505800000000590e+02 1.472680000000000100e-01
5.617977400000000898e+02 1.556829999999999881e-01
5.747126299999999901e+02 1.629330099999999892e-01
5.882353200000000015e+02 1.724549999999999972e-01
6.024096599999999171e+02 1.861719900000000094e-01
6.172839400000000296e+02 2.039690000000000114e-01
6.329113800000000083e+02 2.101559899999999870e-01
6.493506399999999985e+02 2.162310000000000065e-01
6.666666900000000169e+02 2.215660100000000077e-01
6.849315199999999777e+02 2.252299899999999910e-01
6.968641300000000456e+02 2.300089999999999912e-01
7.017543899999999439e+02 2.339070000000000038e-01
7.067137999999999920e+02 2.367100000000000037e-01
7.117437700000000405e+02 2.405080099999999943e-01
7.168458699999999908e+02 2.446979999999999988e-01
7.220216400000000476e+02 2.460729899999999915e-01
7.272727499999999736e+02 2.474719999999999975e-01
7.326007500000000618e+02 2.508180099999999801e-01
7.380073700000000372e+02 2.541910099999999950e-01
7.434944500000000289e+02 2.568649900000000152e-01
7.490636700000000019e+02 2.616589999999999749e-01
7.547169900000000098e+02 2.632159900000000108e-01
7.604562600000000430e+02 2.628420000000000201e-01
7.662835099999999784e+02 2.664150000000000129e-01
7.722007600000000593e+02 2.711949900000000246e-01
7.782101000000000113e+02 2.748200000000000087e-01
7.843137399999999388e+02 2.789309899999999898e-01
7.905138100000000350e+02 2.795270100000000202e-01
7.968127700000000004e+02 2.835040099999999730e-01
8.032128800000000410e+02 2.840130000000000154e-01
8.097165800000000218e+02 2.846750000000000114e-01
8.163265600000000859e+02 2.861799899999999952e-01
8.230452499999998963e+02 2.866370100000000254e-01
8.298755300000000261e+02 2.916809899999999733e-01
8.368200699999999870e+02 2.919810099999999853e-01
8.438818500000000995e+02 2.920120099999999885e-01
8.510638500000000022e+02 2.920409999999999950e-01
8.583691100000000915e+02 2.916969999999999841e-01
8.658008600000000570e+02 2.950510100000000024e-01
8.733624199999999291e+02 2.979939899999999864e-01
8.810572599999999284e+02 3.001230100000000234e-01
8.888889000000000351e+02 3.025319899999999729e-01
8.968609600000000910e+02 3.061009900000000172e-01
9.049773800000000392e+02 3.098300099999999890e-01
9.132419800000000123e+02 3.144379900000000005e-01
9.216589899999999034e+02 3.147720099999999910e-01
9.302325799999999845e+02 3.159429999999999739e-01
9.389671100000000479e+02 3.159370100000000181e-01
9.478672700000000759e+02 3.191390000000000060e-01
9.569377900000000636e+02 3.210000100000000023e-01
9.661836000000000695e+02 3.210099900000000228e-01
9.756097800000000007e+02 3.239750000000000130e-01
9.852216799999999921e+02 3.238030100000000022e-01
9.950248599999999897e+02 3.221749999999999892e-01
1.005025099999999838e+03 3.200730099999999911e-01
1.015228400000000079e+03 3.168489899999999970e-01
1.025641100000000051e+03 3.197740000000000027e-01
1.036269399999999905e+03 3.206169899999999906e-01
1.047120499999999993e+03 3.252970000000000028e-01
1.058201099999999997e+03 3.269909899999999814e-01
1.069518699999999853e+03 3.303269999999999817e-01
1.081080999999999904e+03 3.319999900000000226e-01
1.092896199999999908e+03 3.339979900000000224e-01
1.104972400000000107e+03 3.418510000000000160e-01
1.117318400000000111e+03 3.527419900000000053e-01
