# # Wavelength (nm)  Albedo
2.000000000000000000e+02 8.450000300000000131e-01
2.024291499999999928e+02 8.450000300000000131e-01
2.040816400000000215e+02 8.450000300000000131e-01
2.057613100000000088e+02 8.450000300000000131e-01
2.074688799999999844e+02 8.450000300000000131e-01
2.092050199999999904e+02 8.450000300000000131e-01
2.109704600000000028e+02 8.450000300000000131e-01
2.127659600000000069e+02 8.450000300000000131e-01
2.145922799999999881e+02 8.450000300000000131e-01
2.164502099999999984e+02 8.450000300000000131e-01
2.183406099999999981e+02 8.450000300000000131e-01
2.202643200000000263e+02 8.450000300000000131e-01
2.222222199999999930e+02 8.450000300000000131e-01
2.242152400000000227e+02 8.450000300000000131e-01
2.262443499999999972e+02 8.450000300000000131e-01
2.283104999999999905e+02 8.450000300000000131e-01
2.304147499999999980e+02 8.450000300000000131e-01
2.325581499999999835e+02 8.450000300000000131e-01
2.347417800000000057e+02 8.450000300000000131e-01
2.369668199999999842e+02 8.450000300000000131e-01
2.392344499999999812e+02 8.450000300000000131e-01
2.415459000000000174e+02 8.450000300000000131e-01
2.439024399999999844e+02 8.450000300000000131e-01
2.463054199999999980e+02 8.450000300000000131e-01
2.487562100000000100e+02 8.450000300000000131e-01
2.512562900000000070e+02 8.450000300000000131e-01
2.538071000000000197e+02 8.450000300000000131e-01
2.564102699999999686e+02 8.450000300000000131e-01
2.590673600000000079e+02 8.450000300000000131e-01
2.617801100000000361e+02 8.450000300000000131e-01
2.645502699999999550e+02 8.450000300000000131e-01
2.673796700000000328e+02 8.450000300000000131e-01
2.702702600000000075e+02 8.450000300000000131e-01
2.732240600000000086e+02 8.450000300000000131e-01
2.762430900000000520e+02 8.450000300000000131e-01
2.793296000000000276e+02 8.450000300000000131e-01
2.824858699999999772e+02 8.450000300000000131e-01
2.857142999999999802e+02 8.450000300000000131e-01
2.890173500000000217e+02 8.450000300000000131e-01
2.923976499999999987e+02 8.450000300000000131e-01
2.958580000000000041e+02 8.450000300000000131e-01
2.994011899999999855e+02 8.450000300000000131e-01
3.030303100000000427e+02 8.467500199999999921e-01
3.067484799999999723e+02 8.488500100000000437e-01
3.105589999999999691e+02 8.509499999999999842e-01
3.144653999999999883e+02 8.530499900000000357e-01
3.184713399999999979e+02 8.551499799999999762e-01
3.225806399999999599e+02 8.572499799999999670e-01
3.267974000000000387e+02 8.593500299999999870e-01
3.311258300000000077e+02 8.614500200000000385e-01
3.355704800000000319e+02 8.635500099999999790e-01
3.401360500000000116e+02 8.656500000000000306e-01
3.448275900000000433e+02 8.677499899999999711e-01
